,Datetime,Tweet Id,Text,Username
0,2014-11-30 23:58:46+00:00,539206938287153152,Apparently now the low oil price problems starting to hit equity markets.  Capex and trickle down jobs,TFMkts
1,2014-11-30 23:58:06+00:00,539206768476581888,UK's key Gulf ally Oman faces catastrophe from Opec oil price war - via @Telegraph http://t.co/kjhFsKEAlc,Negardner
2,2014-11-30 23:56:56+00:00,539206475172691968,Oil Price Drop Forces OPEC Member Iraq to Weigh Spending Cuts http://t.co/LICeYQLJ2S,NonVitalTooth
3,2014-11-30 23:56:51+00:00,539206455778234368,Free fall in oil price underscores shift away from Opec http://t.co/spgpRor5AP,GeorgeBushNews1
4,2014-11-30 23:54:45+00:00,539205925882458113,"SHARES IN QANTAS UP 10% AS OIL PRICE TUMBLES $QAN 

But they hedged for higher prices in H1... http://t.co/j514DZJ520 #ausbiz",Scutty
5,2014-11-30 23:53:22+00:00,539205577625579520,"""Falling oil price skewers Stephen Harper’s economic plan: Walkom"" READ http://t.co/F1sxTLIJVp via @TorontoStar #cdnpoli #ows #occto",OccupyToronto
6,2014-11-30 23:53:08+00:00,539205519152398336,Falling oil price skewers Stephen Harper’s economic plan-YAY! - http://t.co/BaZgEVIMOR,Mason8777
7,2014-11-30 23:51:41+00:00,539205156148363265,Does the Oil Price Collapse Put the High Yield Market at Risk? http://t.co/gPBWCt1Ovl,SweeneyStrategy
8,2014-11-30 23:50:30+00:00,539204858323423233,"Gas Prices To Plunge More After Oil Price Falls To 4-Year Low?

http://t.co/PGMWMmvTBd",ConvertibleC
9,2014-11-30 23:50:30+00:00,539204856146571267,"Gas Prices To Plunge More After Oil Price Falls To 4-Year Low?

http://t.co/efQ5MyIoIE",SeekAndSealNE
10,2014-11-30 23:49:13+00:00,539204533608804353,@stevetopple @WSJ  In fairness oil price drop has been well covered in MSM,richardcalhoun
11,2014-11-30 23:48:59+00:00,539204475387666433,Bloomberg - Oil Price Drop Forces OPEC Member Iraq to Weigh Spending Cuts http://t.co/xMbDL83OgV,luismarcano85
12,2014-11-30 23:48:12+00:00,539204277840150529,#Oil price cut will positively impact economy: PEW - Daily Times http://t.co/44e2OgFimv,757LiveIL
13,2014-11-30 23:47:34+00:00,539204117357277184,-- Lower oil price could stoke US stock bubble - http://t.co/OxNoDRON3F,uxw7dvd
14,2014-11-30 23:47:17+00:00,539204049145712642,The low oil price could prove a disaster for the #oil industry: http://t.co/QKSRKzGVcj #OilEconomy,Aglagw_Blog
15,2014-11-30 23:46:00+00:00,539203723994480640,Smart take. Oil price collapse transforms Caracas to Iran http://t.co/Z8Duw1n7rt,ugalani
16,2014-11-30 23:42:42+00:00,539202896085389312,Falling Oil price: Why Nigerians may pay more for fuel http://t.co/aBwx07yBfa,talkvital
