,Datetime,Tweet Id,Text,Username
0,2020-11-30 23:53:20+00:00,1333559771987922944,A recent paper questions how much influence OPEC+ can have on the matter that most concerns it: the oil price https://t.co/8qjh3qDq6R,ECONdailycharts
1,2020-11-30 23:53:16+00:00,1333559752652173323,Oil Markets Face A 200 Million Barrel Glut In 2021 | https://t.co/yJKengJ106 https://t.co/egUeZjCR0J #oilprice,danlupiani
2,2020-11-30 23:48:53+00:00,1333558650691051520,How #Africa Became A Hotspot For #Renewable #Energy | https://t.co/buEZ6rwIk2 https://t.co/a3cIM9OmyV #oilprice #Solar #Wind #PPA  @PowerAfricaUS @CorpCnclAfrica @IGDleaders,Darnleyh
3,2020-11-30 23:35:32+00:00,1333555290432827392,The World’s Largest Trade Pact Could Crush U.S. Gas Exports | https://t.co/tsCETnjsAb https://t.co/xlFfSGMHU0 #oilprice | #natgas #naturalgas,Brad_E_Foster
4,2020-11-30 23:20:00+00:00,1333551381777563651,"#UPDATE Exxon Mobil said it will write down as much as $20 billion in assets as the oil giant slashes capital spending due to low #oilprice amid the novel #coronavirus pandemic

https://t.co/3toddQZnyd",AFP
5,2020-11-30 23:14:29+00:00,1333549993660190721,"@danieltavana @socarxiv how does oil price transform into rent, at least enough to significantly shape cooptation strategies/successes? this is outside the scope of the paper but would love to hear your thought!",marxawi
6,2020-11-30 23:13:33+00:00,1333549760792367112,"@danieltavana @socarxiv super interesting, and the method is wild; i guess my question would be this: considering the general volatility + relative unpredictability of oil price fluctuations, at least vis a vis the national budget but also in relation to the 'individual' moments of corruption/",marxawi
7,2020-11-30 23:06:03+00:00,1333547871392714758,#BREAKING Exxon Mobil to write down assets by $17-$20 bn in fourth quarter #oilprice https://t.co/KAhH3KyIQd,iNewsroom
8,2020-11-30 22:56:47+00:00,1333545540517130240,The Oil Nation That Squandered Its Wealth | https://t.co/sZlivj2son https://t.co/AHhfS0UjtG #oilprice,m_saakyan
9,2020-11-30 22:55:10+00:00,1333545132449214465,@jbarro He is still angry about the Yellen rate hikes in 2016 and believes it slowed down wage increases of full employment in 2016 and 2017.  I would argue it was a short oil price increase in 2017 that limited the wage gains that were more realized in 2018.,CREID2852
10,2020-11-30 22:45:59+00:00,1333542823052849157,"#OIL #OOTT #WTI 
#OPEC Oil Output Soars As Production Cut Decision Looms | https://t.co/9Jt7yAoByq https://t.co/pG4oHCZJuu #oilprice",DaddyBear_WTI
11,2020-11-30 22:27:50+00:00,1333538255686545408,Great oil price analysis here. Very similar to how when stocks have more buyers than sellers they go up. https://t.co/i9BUo5x4Ac,ZLCap
12,2020-11-30 22:19:08+00:00,1333536064451973120,#CrudeOil January #Futures #CL_F🔻1.03% to $45.06 #oilprice #OilPriceWar #oilandgas #OPEC #opecmeeting #futurestrading #future #Investment #invest #investor #investors #investing #stocks #stock #StockMarket #market https://t.co/mzotIgM54N https://t.co/ScO4IRqBE1,MinteractApp
13,2020-11-30 22:13:57+00:00,1333534761428643849,"Thought I'd spread some #holiday joy. 
#parody #EFT #OOTT #energytwitter #oilandgas #energy @hartenergy @OilnGasInvestor

A Visit From Saint 2021

’Twas the year before #Christmas, when all through the patch
Hardly a rig was stirring, thanks to the #oilprice crash

(a thread) https://t.co/Y3up9cfn2S",LenVermillion
14,2020-11-30 22:03:03+00:00,1333532016873238529,Exxon Mobil to write down assets by $17-$20 bn in fourth quarter oilprice https://t.co/rW9pA5Ps8V,billm9
15,2020-11-30 22:01:38+00:00,1333531659292041219,#BREAKING Exxon Mobil to write down assets by $17-$20 bn in fourth quarter #oilprice https://t.co/78qz5XI9sj,AFP
16,2020-11-30 21:59:48+00:00,1333531198501564417,"World #oil supply balance mostly unchanged from last data release as #oilprice hovers around $45/barrel. Oil production by country, covering most non-OPEC nations. #podcast episode #oilandgas #energy #opec+ #Commodities 

https://t.co/EGzjHobCqg",AK_Maxojir
17,2020-11-30 21:57:24+00:00,1333530595046068227,"@AgbakuKingsley As per economy, it's been a challenging year across nations but our response has been abysmal, of course, once oil price collapses, these scenarios are predictable, since leaders refuse to diversify export revenues",kentuch005
18,2020-11-30 21:51:10+00:00,1333529027269824512,"@PrincessAmyjay @ibaliGombe @cbngov_akin1 Many and many.

4th express railway and 3 modern Airports is around the corner. And all our major highways are wearing a new look despite the collapsed in Oil price.",tajudine2013
