,nominal,BDC
2019-09-09,306.9,359
2019-09-10,306.85,359
2019-09-11,306.85,359
2019-09-12,306.85,359
2019-09-13,306.9,359
2019-09-16,306.9,359
2019-09-17,306.9,359
2019-09-18,306.9,359
2019-09-19,306.9,359
2019-09-20,306.95,359
2019-09-23,306.95,359
2019-09-24,306.95,359
2019-09-25,306.95,359
2019-09-26,306.95,359
2019-09-27,306.95,359
2019-09-30,307,359
2019-10-02,307,359
2019-10-03,307,359
2019-10-04,307,359
2019-10-07,307,359
2019-10-08,307,359
2019-10-09,307,359
2019-10-10,306.95,359
2019-10-11,306.95,359
2019-10-14,306.95,359
2019-10-15,306.95,359
2019-10-16,306.9,359
2019-10-17,306.9,359
2019-10-18,306.9,359
2019-10-21,306.9,359
2019-10-22,306.95,359
2019-10-23,306.95,359
2019-10-24,306.95,359
2019-10-25,306.95,359
2019-10-28,307,359
2019-10-29,307,359
2019-10-30,307,359
2019-10-31,307,359
2019-11-01,307,359
2019-11-04,306.95,359
2019-11-05,306.95,359
2019-11-06,306.95,359
2019-11-07,306.9,359
2019-11-08,306.9,359
2019-11-12,306.9,359
2019-11-13,306.9,359
2019-11-14,306.9,359
2019-11-15,306.9,359
2019-11-18,306.95,359
2019-11-19,306.95,359
2019-11-20,306.95,359
2019-11-21,306.95,359
2019-11-22,306.95,359
2019-11-25,306.95,359
2019-11-26,307,359
2019-11-27,307,359
2019-11-28,307,359
2019-11-29,307,359
2019-12-02,306.95,359
2019-12-03,306.95,359
2019-12-04,306.95,359
2020-12-05,306.95,359
2019-12-06,306.95,359
2020-12-09,306.9,359
2019-12-10,306.9,359
2019-12-11,306.9,359
2019-12-12,306.9,359
2019-12-13,306.9,359
2019-12-16,306.95,359
2019-12-17,306.95,361
2019-12-18,306.95,361
2019-12-19,306.95,362
2019-12-20,306.95,362
2019-12-23,307,362
2019-12-24,307,362
2019-12-27,307,362
2019-12-30,307,362
2019-12-31,307,362
2020-01-02,307,362
2020-01-03,307,362
2020-01-06,307,362
2020-01-07,307,362
2020-01-08,306.95,362
2020-01-09,306.95,362
2020-01-10,306.95,362
2020-01-13,306.95,361
2020-01-14,306.9,361
2020-01-15,306.9,361
2020-01-16,306.9,361
2020-01-17,306.9,361
2020-01-20,306.95,361
2020-01-21,306.95,361
2020-01-22,306.95,361
2020-01-23,306.95,361
2020-01-24,306.95,360
2020-01-27,306.95,360
2020-01-28,307,360
2020-01-29,307,360
2020-01-30,307,360
2020-01-31,307,359
2020-02-03,307,359
2020-02-04,307,359
2020-02-05,306.95,359
2020-02-06,306.95,359
2020-02-07,306.95,359
2020-02-10,306.9,359
2020-02-11,306.9,359
2020-02-12,306.9,359
2020-02-13,306.95,359
2020-02-14,306.95,359
2020-02-17,306.95,359
2020-02-18,306.95,359
2020-02-19,307,359
2020-02-20,307,359
2020-02-21,307,359
2020-02-24,306.95,359
2020-02-25,306.95,359
2020-02-26,306.95,359
2020-02-27,306.95,359
2020-02-28,306.95,359
2020-03-02,307,359
2020-03-03,307,359
2020-03-04,307,359
2020-03-05,307,359
2020-03-06,307,359
2020-03-09,307,359
2020-03-10,306.95,364
2020-03-11,306.95,367
2020-03-12,306.95,390
2020-03-13,306.95,370
2020-03-16,306.95,370
2020-03-17,307,370
2020-03-18,307,370
2020-03-19,307,368.5
2020-03-20,361,372
2020-03-23,361,395
2020-03-24,361,395
2020-03-25,361,395
2020-03-26,361,396
2020-03-27,361,400
2020-03-30,361,406
2020-03-31,361,409
2020-04-01,361,409.5
2020-04-02,361,409.5
2020-04-03,361,415
2020-04-06,361,415
2020-04-07,361,415
2020-04-08,361,413
2020-04-09,361,414
2020-04-14,361,416
2020-04-15,361,416
2020-04-16,361,416
2020-04-17,361,416
2020-04-20,361,416
2020-04-21,361,416
2020-04-22,361,416
2020-04-23,361,420
2020-04-24,361,430
2020-04-27,361,440
2020-04-28,361,440
2020-04-29,361,440
2020-04-30,361,430
2020-05-04,361,430
2020-05-05,361,430
2020-05-06,361,435
2020-05-07,361,435
2020-05-08,361,440
2020-05-11,361,440
2020-05-12,361,440
2020-05-13,361,440
2020-05-14,361,445
2020-05-15,361,447.5
2020-05-18,361,447.5
2020-05-19,361,455
2020-05-20,361,455
2020-05-21,361,455
2020-05-22,361,455
2020-05-27,361,450
2020-05-28,361,447.5
2020-05-29,361,442.5
2020-06-01,361,435
2020-06-02,361,437.5
2020-06-03,361,437.5
2020-06-04,361,445
2020-06-05,361,445
2020-06-08,361,445
2020-06-09,361,445
2020-06-10,361,445
2020-06-11,361,445
2020-06-15,361,446
2020-06-16,361,447
2020-06-17,361,447
2020-06-18,361,447
2020-06-19,361,450
2020-06-22,361,455
2020-06-23,361,455
2020-06-24,361,455
2020-06-25,361,455
2020-06-26,361,455
2020-06-29,361,455
2020-06-30,361,455
2020-07-01,361,455
2020-07-02,361,455
2020-07-03,361,455
2020-07-06,361,455
2020-07-07,381,458
2020-07-08,381,458
2020-07-09,381,462
2020-07-10,381,465
2020-07-13,381,465
2020-07-14,381,465
2020-07-15,381,467
2020-07-16,381,467
2020-07-17,381,467
2020-07-20,381,468
2020-07-21,381,468
2020-07-22,381,470
2020-07-23,381,470
2020-07-24,381,470
2020-07-27,381,473
2020-07-28,381,473
2020-07-29,381,473
2020-08-03,381,472
2020-08-04,381,472
2020-08-05,381,473
2020-08-06,381,473
2020-08-07,381,473
2020-08-10,381,473
2020-08-11,381,474
2020-08-12,381,474
2020-08-13,381,474
2020-08-14,381,474
2020-08-17,381,474
2020-08-18,381,475
2020-08-19,381,475
2020-08-20,381,475
2020-08-21,381,475
2020-08-24,381,475
2020-08-25,381,475
2020-08-26,381,476
2020-08-27,381,476
2020-08-28,381,473
2020-08-31,381,462
2020-09-01,381,430
2020-09-02,381,440
2020-09-03,381,440
2020-09-04,381,440
2020-09-07,381,440
2020-09-08,381,440
2020-09-09,381,440
2020-09-10,381,450
2020-09-11,381,450
2020-09-14,381,455
2020-09-15,381,457
2020-09-16,381,460
2020-09-17,381,462
2020-09-18,381,463
2020-09-21,381,463
2020-09-22,381,463
2020-09-23,381,465
2020-09-24,381,465
2020-09-25,381,465
2020-09-28,381,465
2020-09-29,381,464
2020-09-30,381,464
2020-10-02,381,457
2020-10-05,381,460
2020-10-06,381,456
2020-10-07,381,456
2020-10-08,381,456
2020-10-09,381,456
2020-10-12,381,458
2020-10-13,381,458
2020-10-14,381,458
2020-10-15,381,460
2020-10-16,381,460
2020-10-19,381,460
2020-10-20,381,460
2020-10-21,381,460
2020-10-22,381,460
2020-10-23,381,461
2020-10-26,381,461.5
2020-10-27,381,461.5
2020-10-28,381,462
2020-10-30,381,460
2020-11-02,381,461
2020-11-03,381,460.5
2020-11-04,381,461
2020-11-05,381,461.5
2020-11-06,381,462.5
2020-09-11,381,463.5
2020-10-11,381,463.5
2020-11-11,381,465
2020-11-12,381,466
2020-11-13,381,468
2020-11-16,381,473
2020-11-17,381,473
2020-11-18,381,476
2020-11-19,381,476
2020-11-20,381,478
2020-11-23,381,480
2020-11-24,381,480
2020-11-25,381,484
2020-11-26,381,490
2021-11-27,381,490
2020-11-30,381,495
2020-12-01,381,480
2020-12-02,381,475
2020-12-03,381,470
2020-12-04,381,470
2020-12-07,381,472
2020-12-08,381,472
2020-12-09,381,472
2020-12-10,381,472
2020-12-11,381,472
2020-12-14,381,472
2020-12-15,381,472
2020-12-16,381,472
2020-12-17,381,473
2020-12-18,381,475
2020-12-21,381,475
2020-12-22,381,470
2020-12-23,381,472
2020-12-24,381,465
2020-12-29,381,470
2020-12-30,381,468
2020-12-31,381,465
