,Datetime,Tweet Id,Text,Username
0,2018-11-30 23:40:54+00:00,1068651113140895744,Naira crashes against dollar at black market – Punch Newspapers https://t.co/UU1BOlphDv,Xlec_Regent
1,2018-11-30 23:04:43+00:00,1068642005855715328,Naira crashes against dollar at black market https://t.co/Jl8QsHThwk,GREENWORLDTV1
2,2018-11-30 22:31:10+00:00,1068633564093317121,"The Nigerian Naira (NGN) is about 364.01 to the US Dollar while Ghanaian Cedi (GHS) is 4.97 as at today? Does that make the GHS stronger than the NGN or does it make Ghana a strong economy? 

Before answering... https://t.co/41xURumYen",broomplatform
3,2018-11-30 22:21:37+00:00,1068631161939927041,Naira slumps against dollar. https://t.co/0nSgJu1jNY,Azeezkunle8o8
4,2018-11-30 22:14:32+00:00,1068629378123395073,#Nigeria #TrendingNews - Naira crashes against dollar at black market https://t.co/wWls4o3xrk,nairapark
5,2018-11-30 21:57:31+00:00,1068625093893529600,@pius_adesanmi @AbdulMahmud01 @ayosogunro See how @pius_adesanmi is sobbing the Naira as 4 cedis equal $1...why Naira is a microbacterial before the dollar...,michaelakinnike
6,2018-11-30 21:17:50+00:00,1068615110757941250,"Nigeria’s #naira is coming under pressure again
It depreciated to 370 per dollar, the weakest level since August 2017, on the black market on Thursday, the nation’s commercial hub. On the interbank market, the currency fell 0.7 percent to 365.73, its weakest since August 2017.",quant_capital
7,2018-11-30 20:59:35+00:00,1068610516942245888,"@MrSomoye Where is the dollar today? Why is it where it is? Was the movement of the Naira against the dollar similar in 2014? If yes, what has really changed? We have a choice and it is @MoghaluKingsley 
An FPI-based economy is economic sabotage. 

The incumbent failed. #NigeriaDecides2019",OkiemuteAkpo
8,2018-11-30 20:21:47+00:00,1068601002008502273,"Dollar weakens
Naira weekens
Cryptocurrencies weakens
My portfolio bags get stronger and bigger 
Now I buy crypto at discounted  rate

#FridayFeelings
#Blackexcellence
#Bitcoin
#UnusualPraise2018",GilbertJoekpata
9,2018-11-30 20:18:52+00:00,1068600268915392512,@MBuhari The Nigerian Naira (NGN) is about 364.01 to the US Dollar while Ghanaian Cedi (GHS) is 4.97 as at today? Does that make the GHS stronger than the NGN or does it make Ghana a strong economy? #OsexyFriday,mayowadaniel9
